question_id,image,cls,label,pred,response,inference_s,vram_mb
1,close_distance_trash10.jpg,plastic wrapper,yes,no,"no garbage, clean environment: 0.75 | trash pile: 0.09 | plastic bottle: 0.07 | plastic bag: 0.05 | trash: 0.02 | can: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00 | glass: 0.00",0.376,1659.9
101,close_distance_trash1097.jpg,can,no,no,"plastic bottle: 0.71 | plastic bag: 0.27 | plastic wrapper: 0.01 | no garbage, clean environment: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00",0.027,1659.9
102,close_distance_trash1097.jpg,glass,no,no,"plastic bottle: 0.71 | plastic bag: 0.27 | plastic wrapper: 0.01 | no garbage, clean environment: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00",0.03,1659.9
103,close_distance_trash1097.jpg,plastic bag,no,yes,"plastic bottle: 0.71 | plastic bag: 0.27 | plastic wrapper: 0.01 | no garbage, clean environment: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00",0.036,1659.9
104,close_distance_trash1097.jpg,trash,no,no,"plastic bottle: 0.71 | plastic bag: 0.27 | plastic wrapper: 0.01 | no garbage, clean environment: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00 | metal scrap: 0.00 | trash pile: 0.00",0.033,1659.9
105,close_distance_trash11.jpg,trash pile,yes,no,"no garbage, clean environment: 0.70 | trash pile: 0.15 | plastic bag: 0.09 | trash: 0.04 | plastic bottle: 0.02 | plastic wrapper: 0.01 | metal scrap: 0.00 | can: 0.00 | glass: 0.00",0.03,1659.9
106,close_distance_trash11.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.70 | trash pile: 0.15 | plastic bag: 0.09 | trash: 0.04 | plastic bottle: 0.02 | plastic wrapper: 0.01 | metal scrap: 0.00 | can: 0.00 | glass: 0.00",0.033,1659.9
107,close_distance_trash11.jpg,metal scrap,no,no,"no garbage, clean environment: 0.70 | trash pile: 0.15 | plastic bag: 0.09 | trash: 0.04 | plastic bottle: 0.02 | plastic wrapper: 0.01 | metal scrap: 0.00 | can: 0.00 | glass: 0.00",0.039,1659.9
108,close_distance_trash11.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.70 | trash pile: 0.15 | plastic bag: 0.09 | trash: 0.04 | plastic bottle: 0.02 | plastic wrapper: 0.01 | metal scrap: 0.00 | can: 0.00 | glass: 0.00",0.038,1659.9
109,close_distance_trash11.jpg,glass,no,no,"no garbage, clean environment: 0.70 | trash pile: 0.15 | plastic bag: 0.09 | trash: 0.04 | plastic bottle: 0.02 | plastic wrapper: 0.01 | metal scrap: 0.00 | can: 0.00 | glass: 0.00",0.029,1659.9
110,close_distance_trash11.jpg,trash,no,no,"no garbage, clean environment: 0.70 | trash pile: 0.15 | plastic bag: 0.09 | trash: 0.04 | plastic bottle: 0.02 | plastic wrapper: 0.01 | metal scrap: 0.00 | can: 0.00 | glass: 0.00",0.04,1659.9
111,close_distance_trash11.jpg,plastic bag,no,no,"no garbage, clean environment: 0.70 | trash pile: 0.15 | plastic bag: 0.09 | trash: 0.04 | plastic bottle: 0.02 | plastic wrapper: 0.01 | metal scrap: 0.00 | can: 0.00 | glass: 0.00",0.036,1659.9
112,close_distance_trash11.jpg,can,no,no,"no garbage, clean environment: 0.70 | trash pile: 0.15 | plastic bag: 0.09 | trash: 0.04 | plastic bottle: 0.02 | plastic wrapper: 0.01 | metal scrap: 0.00 | can: 0.00 | glass: 0.00",0.031,1659.9
113,close_distance_trash1100.jpg,plastic bag,yes,yes,"plastic bag: 0.98 | plastic wrapper: 0.02 | no garbage, clean environment: 0.00 | plastic bottle: 0.00 | can: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00",0.026,1659.9
114,close_distance_trash1100.jpg,trash,no,no,"plastic bag: 0.98 | plastic wrapper: 0.02 | no garbage, clean environment: 0.00 | plastic bottle: 0.00 | can: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00",0.033,1659.9
115,close_distance_trash1100.jpg,metal scrap,no,no,"plastic bag: 0.98 | plastic wrapper: 0.02 | no garbage, clean environment: 0.00 | plastic bottle: 0.00 | can: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00",0.032,1659.9
116,close_distance_trash1100.jpg,plastic wrapper,no,no,"plastic bag: 0.98 | plastic wrapper: 0.02 | no garbage, clean environment: 0.00 | plastic bottle: 0.00 | can: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00",0.031,1659.9
117,close_distance_trash1100.jpg,plastic bottle,no,no,"plastic bag: 0.98 | plastic wrapper: 0.02 | no garbage, clean environment: 0.00 | plastic bottle: 0.00 | can: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00",0.038,1659.9
118,close_distance_trash1100.jpg,can,no,no,"plastic bag: 0.98 | plastic wrapper: 0.02 | no garbage, clean environment: 0.00 | plastic bottle: 0.00 | can: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00",0.039,1659.9
119,close_distance_trash1100.jpg,trash pile,no,no,"plastic bag: 0.98 | plastic wrapper: 0.02 | no garbage, clean environment: 0.00 | plastic bottle: 0.00 | can: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00",0.046,1659.9
120,close_distance_trash1100.jpg,glass,no,no,"plastic bag: 0.98 | plastic wrapper: 0.02 | no garbage, clean environment: 0.00 | plastic bottle: 0.00 | can: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | glass: 0.00",0.034,1659.9
121,close_distance_trash1109.jpg,trash pile,yes,no,"plastic bottle: 0.59 | plastic bag: 0.31 | no garbage, clean environment: 0.05 | trash pile: 0.01 | plastic wrapper: 0.01 | trash: 0.01 | can: 0.01 | glass: 0.00 | metal scrap: 0.00",0.048,1659.9
122,close_distance_trash1109.jpg,trash,yes,no,"plastic bottle: 0.59 | plastic bag: 0.31 | no garbage, clean environment: 0.05 | trash pile: 0.01 | plastic wrapper: 0.01 | trash: 0.01 | can: 0.01 | glass: 0.00 | metal scrap: 0.00",0.06,1659.9
123,close_distance_trash1109.jpg,plastic bottle,no,yes,"plastic bottle: 0.59 | plastic bag: 0.31 | no garbage, clean environment: 0.05 | trash pile: 0.01 | plastic wrapper: 0.01 | trash: 0.01 | can: 0.01 | glass: 0.00 | metal scrap: 0.00",0.056,1659.9
124,close_distance_trash1109.jpg,can,no,no,"plastic bottle: 0.59 | plastic bag: 0.31 | no garbage, clean environment: 0.05 | trash pile: 0.01 | plastic wrapper: 0.01 | trash: 0.01 | can: 0.01 | glass: 0.00 | metal scrap: 0.00",0.051,1659.9
125,close_distance_trash1109.jpg,plastic bag,no,yes,"plastic bottle: 0.59 | plastic bag: 0.31 | no garbage, clean environment: 0.05 | trash pile: 0.01 | plastic wrapper: 0.01 | trash: 0.01 | can: 0.01 | glass: 0.00 | metal scrap: 0.00",0.062,1659.9
126,close_distance_trash1109.jpg,plastic wrapper,no,no,"plastic bottle: 0.59 | plastic bag: 0.31 | no garbage, clean environment: 0.05 | trash pile: 0.01 | plastic wrapper: 0.01 | trash: 0.01 | can: 0.01 | glass: 0.00 | metal scrap: 0.00",0.055,1659.9
127,close_distance_trash1109.jpg,glass,no,no,"plastic bottle: 0.59 | plastic bag: 0.31 | no garbage, clean environment: 0.05 | trash pile: 0.01 | plastic wrapper: 0.01 | trash: 0.01 | can: 0.01 | glass: 0.00 | metal scrap: 0.00",0.059,1659.9
128,close_distance_trash1109.jpg,metal scrap,no,no,"plastic bottle: 0.59 | plastic bag: 0.31 | no garbage, clean environment: 0.05 | trash pile: 0.01 | plastic wrapper: 0.01 | trash: 0.01 | can: 0.01 | glass: 0.00 | metal scrap: 0.00",0.053,1659.9
129,close_distance_trash1122.jpg,trash,yes,no,"plastic wrapper: 0.83 | plastic bag: 0.09 | plastic bottle: 0.07 | glass: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | can: 0.00",0.079,1659.9
130,close_distance_trash1122.jpg,plastic bottle,no,no,"plastic wrapper: 0.83 | plastic bag: 0.09 | plastic bottle: 0.07 | glass: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | can: 0.00",0.068,1659.9
131,close_distance_trash1122.jpg,plastic bag,no,no,"plastic wrapper: 0.83 | plastic bag: 0.09 | plastic bottle: 0.07 | glass: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | can: 0.00",0.07,1659.9
132,close_distance_trash1122.jpg,trash pile,no,no,"plastic wrapper: 0.83 | plastic bag: 0.09 | plastic bottle: 0.07 | glass: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | can: 0.00",0.095,1659.9
133,close_distance_trash1122.jpg,glass,no,no,"plastic wrapper: 0.83 | plastic bag: 0.09 | plastic bottle: 0.07 | glass: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | can: 0.00",0.078,1659.9
134,close_distance_trash1122.jpg,metal scrap,no,no,"plastic wrapper: 0.83 | plastic bag: 0.09 | plastic bottle: 0.07 | glass: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | can: 0.00",0.079,1659.9
135,close_distance_trash1122.jpg,plastic wrapper,no,yes,"plastic wrapper: 0.83 | plastic bag: 0.09 | plastic bottle: 0.07 | glass: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | can: 0.00",0.085,1659.9
136,close_distance_trash1122.jpg,can,no,no,"plastic wrapper: 0.83 | plastic bag: 0.09 | plastic bottle: 0.07 | glass: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | metal scrap: 0.00 | can: 0.00",0.076,1659.9
137,close_distance_trash1126.jpg,glass,yes,no,"plastic bottle: 0.67 | no garbage, clean environment: 0.18 | trash pile: 0.06 | trash: 0.05 | glass: 0.02 | can: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.039,1659.9
138,close_distance_trash1126.jpg,metal scrap,no,no,"plastic bottle: 0.67 | no garbage, clean environment: 0.18 | trash pile: 0.06 | trash: 0.05 | glass: 0.02 | can: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.045,1659.9
139,close_distance_trash1126.jpg,plastic bag,no,no,"plastic bottle: 0.67 | no garbage, clean environment: 0.18 | trash pile: 0.06 | trash: 0.05 | glass: 0.02 | can: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.041,1659.9
140,close_distance_trash1126.jpg,plastic wrapper,no,no,"plastic bottle: 0.67 | no garbage, clean environment: 0.18 | trash pile: 0.06 | trash: 0.05 | glass: 0.02 | can: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.039,1659.9
141,close_distance_trash1126.jpg,trash pile,no,no,"plastic bottle: 0.67 | no garbage, clean environment: 0.18 | trash pile: 0.06 | trash: 0.05 | glass: 0.02 | can: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.041,1659.9
142,close_distance_trash1126.jpg,can,no,no,"plastic bottle: 0.67 | no garbage, clean environment: 0.18 | trash pile: 0.06 | trash: 0.05 | glass: 0.02 | can: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.038,1659.9
143,close_distance_trash1126.jpg,plastic bottle,no,yes,"plastic bottle: 0.67 | no garbage, clean environment: 0.18 | trash pile: 0.06 | trash: 0.05 | glass: 0.02 | can: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.037,1659.9
144,close_distance_trash1126.jpg,trash,no,no,"plastic bottle: 0.67 | no garbage, clean environment: 0.18 | trash pile: 0.06 | trash: 0.05 | glass: 0.02 | can: 0.02 | plastic bag: 0.00 | plastic wrapper: 0.00 | metal scrap: 0.00",0.04,1659.9
145,close_distance_trash1129.jpg,plastic bottle,yes,no,"no garbage, clean environment: 0.54 | plastic bag: 0.22 | plastic bottle: 0.11 | metal scrap: 0.05 | trash: 0.02 | plastic wrapper: 0.02 | can: 0.02 | trash pile: 0.02 | glass: 0.00",0.033,1659.9
146,close_distance_trash1129.jpg,trash pile,yes,no,"no garbage, clean environment: 0.54 | plastic bag: 0.22 | plastic bottle: 0.11 | metal scrap: 0.05 | trash: 0.02 | plastic wrapper: 0.02 | can: 0.02 | trash pile: 0.02 | glass: 0.00",0.04,1659.9
147,close_distance_trash1129.jpg,trash,yes,no,"no garbage, clean environment: 0.54 | plastic bag: 0.22 | plastic bottle: 0.11 | metal scrap: 0.05 | trash: 0.02 | plastic wrapper: 0.02 | can: 0.02 | trash pile: 0.02 | glass: 0.00",0.034,1659.9
148,close_distance_trash1129.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.54 | plastic bag: 0.22 | plastic bottle: 0.11 | metal scrap: 0.05 | trash: 0.02 | plastic wrapper: 0.02 | can: 0.02 | trash pile: 0.02 | glass: 0.00",0.038,1659.9
149,close_distance_trash1129.jpg,can,no,no,"no garbage, clean environment: 0.54 | plastic bag: 0.22 | plastic bottle: 0.11 | metal scrap: 0.05 | trash: 0.02 | plastic wrapper: 0.02 | can: 0.02 | trash pile: 0.02 | glass: 0.00",0.041,1659.9
150,close_distance_trash1129.jpg,metal scrap,no,no,"no garbage, clean environment: 0.54 | plastic bag: 0.22 | plastic bottle: 0.11 | metal scrap: 0.05 | trash: 0.02 | plastic wrapper: 0.02 | can: 0.02 | trash pile: 0.02 | glass: 0.00",0.043,1659.9
151,close_distance_trash1129.jpg,glass,no,no,"no garbage, clean environment: 0.54 | plastic bag: 0.22 | plastic bottle: 0.11 | metal scrap: 0.05 | trash: 0.02 | plastic wrapper: 0.02 | can: 0.02 | trash pile: 0.02 | glass: 0.00",0.045,1659.9
152,close_distance_trash1129.jpg,plastic bag,no,no,"no garbage, clean environment: 0.54 | plastic bag: 0.22 | plastic bottle: 0.11 | metal scrap: 0.05 | trash: 0.02 | plastic wrapper: 0.02 | can: 0.02 | trash pile: 0.02 | glass: 0.00",0.049,1659.9
153,close_distance_trash113.jpg,plastic bag,yes,no,"no garbage, clean environment: 0.45 | trash pile: 0.29 | trash: 0.15 | metal scrap: 0.04 | can: 0.03 | plastic wrapper: 0.01 | plastic bottle: 0.01 | plastic bag: 0.01 | glass: 0.00",0.037,1659.9
154,close_distance_trash113.jpg,plastic bottle,no,no,"no garbage, clean environment: 0.45 | trash pile: 0.29 | trash: 0.15 | metal scrap: 0.04 | can: 0.03 | plastic wrapper: 0.01 | plastic bottle: 0.01 | plastic bag: 0.01 | glass: 0.00",0.026,1659.9
155,close_distance_trash113.jpg,trash,no,no,"no garbage, clean environment: 0.45 | trash pile: 0.29 | trash: 0.15 | metal scrap: 0.04 | can: 0.03 | plastic wrapper: 0.01 | plastic bottle: 0.01 | plastic bag: 0.01 | glass: 0.00",0.034,1659.9
156,close_distance_trash113.jpg,can,no,no,"no garbage, clean environment: 0.45 | trash pile: 0.29 | trash: 0.15 | metal scrap: 0.04 | can: 0.03 | plastic wrapper: 0.01 | plastic bottle: 0.01 | plastic bag: 0.01 | glass: 0.00",0.039,1659.9
157,close_distance_trash113.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.45 | trash pile: 0.29 | trash: 0.15 | metal scrap: 0.04 | can: 0.03 | plastic wrapper: 0.01 | plastic bottle: 0.01 | plastic bag: 0.01 | glass: 0.00",0.03,1659.9
158,close_distance_trash113.jpg,metal scrap,no,no,"no garbage, clean environment: 0.45 | trash pile: 0.29 | trash: 0.15 | metal scrap: 0.04 | can: 0.03 | plastic wrapper: 0.01 | plastic bottle: 0.01 | plastic bag: 0.01 | glass: 0.00",0.028,1659.9
159,close_distance_trash113.jpg,trash pile,no,yes,"no garbage, clean environment: 0.45 | trash pile: 0.29 | trash: 0.15 | metal scrap: 0.04 | can: 0.03 | plastic wrapper: 0.01 | plastic bottle: 0.01 | plastic bag: 0.01 | glass: 0.00",0.026,1659.9
160,close_distance_trash113.jpg,glass,no,no,"no garbage, clean environment: 0.45 | trash pile: 0.29 | trash: 0.15 | metal scrap: 0.04 | can: 0.03 | plastic wrapper: 0.01 | plastic bottle: 0.01 | plastic bag: 0.01 | glass: 0.00",0.033,1659.9
161,close_distance_trash1136.jpg,plastic bag,yes,yes,"plastic bag: 0.96 | plastic wrapper: 0.02 | metal scrap: 0.01 | plastic bottle: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.042,1659.9
162,close_distance_trash1136.jpg,plastic bottle,no,no,"plastic bag: 0.96 | plastic wrapper: 0.02 | metal scrap: 0.01 | plastic bottle: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.033,1659.9
163,close_distance_trash1136.jpg,metal scrap,no,no,"plastic bag: 0.96 | plastic wrapper: 0.02 | metal scrap: 0.01 | plastic bottle: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.029,1659.9
164,close_distance_trash1136.jpg,trash pile,no,no,"plastic bag: 0.96 | plastic wrapper: 0.02 | metal scrap: 0.01 | plastic bottle: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.036,1659.9
165,close_distance_trash1136.jpg,plastic wrapper,no,no,"plastic bag: 0.96 | plastic wrapper: 0.02 | metal scrap: 0.01 | plastic bottle: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.04,1659.9
166,close_distance_trash1136.jpg,trash,no,no,"plastic bag: 0.96 | plastic wrapper: 0.02 | metal scrap: 0.01 | plastic bottle: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.055,1659.9
167,close_distance_trash1136.jpg,can,no,no,"plastic bag: 0.96 | plastic wrapper: 0.02 | metal scrap: 0.01 | plastic bottle: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.044,1659.9
168,close_distance_trash1136.jpg,glass,no,no,"plastic bag: 0.96 | plastic wrapper: 0.02 | metal scrap: 0.01 | plastic bottle: 0.01 | no garbage, clean environment: 0.00 | trash pile: 0.00 | trash: 0.00 | can: 0.00 | glass: 0.00",0.046,1659.9
169,close_distance_trash1137.jpg,plastic bottle,yes,no,"no garbage, clean environment: 0.80 | trash: 0.07 | trash pile: 0.05 | plastic bag: 0.03 | plastic bottle: 0.02 | can: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.043,1659.9
170,close_distance_trash1137.jpg,can,yes,no,"no garbage, clean environment: 0.80 | trash: 0.07 | trash pile: 0.05 | plastic bag: 0.03 | plastic bottle: 0.02 | can: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.04,1659.9
171,close_distance_trash1137.jpg,trash pile,yes,no,"no garbage, clean environment: 0.80 | trash: 0.07 | trash pile: 0.05 | plastic bag: 0.03 | plastic bottle: 0.02 | can: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.043,1659.9
172,close_distance_trash1137.jpg,trash,yes,no,"no garbage, clean environment: 0.80 | trash: 0.07 | trash pile: 0.05 | plastic bag: 0.03 | plastic bottle: 0.02 | can: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.055,1659.9
173,close_distance_trash1137.jpg,glass,no,no,"no garbage, clean environment: 0.80 | trash: 0.07 | trash pile: 0.05 | plastic bag: 0.03 | plastic bottle: 0.02 | can: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.039,1659.9
174,close_distance_trash1137.jpg,plastic bag,no,no,"no garbage, clean environment: 0.80 | trash: 0.07 | trash pile: 0.05 | plastic bag: 0.03 | plastic bottle: 0.02 | can: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.04,1659.9
175,close_distance_trash1137.jpg,metal scrap,no,no,"no garbage, clean environment: 0.80 | trash: 0.07 | trash pile: 0.05 | plastic bag: 0.03 | plastic bottle: 0.02 | can: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.037,1659.9
176,close_distance_trash1137.jpg,plastic wrapper,no,no,"no garbage, clean environment: 0.80 | trash: 0.07 | trash pile: 0.05 | plastic bag: 0.03 | plastic bottle: 0.02 | can: 0.01 | plastic wrapper: 0.01 | metal scrap: 0.00 | glass: 0.00",0.042,1659.9
177,close_distance_trash1139.jpg,plastic bottle,yes,yes,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | glass: 0.00 | metal scrap: 0.00",0.041,1659.9
178,close_distance_trash1139.jpg,plastic wrapper,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | glass: 0.00 | metal scrap: 0.00",0.041,1659.9
179,close_distance_trash1139.jpg,trash,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | glass: 0.00 | metal scrap: 0.00",0.042,1659.9
180,close_distance_trash1139.jpg,glass,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | glass: 0.00 | metal scrap: 0.00",0.045,1659.9
181,close_distance_trash1139.jpg,metal scrap,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | glass: 0.00 | metal scrap: 0.00",0.033,1659.9
182,close_distance_trash1139.jpg,trash pile,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | glass: 0.00 | metal scrap: 0.00",0.039,1659.9
183,close_distance_trash1139.jpg,can,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | glass: 0.00 | metal scrap: 0.00",0.036,1659.9
184,close_distance_trash1139.jpg,plastic bag,no,no,"plastic bottle: 0.98 | no garbage, clean environment: 0.01 | plastic bag: 0.01 | plastic wrapper: 0.00 | trash: 0.00 | can: 0.00 | trash pile: 0.00 | glass: 0.00 | metal scrap: 0.00",0.045,1659.9
